1,Zdarzenie,Sprawca,Cel,Obiekt,Narzędzie,Miejsce
0.95,Zdarzenie,Sprawca,Cel,Obiekt,Narzędzie
0.95,Zdarzenie,Sprawca,Cel,Obiekt,Miejsce
0.95,Zdarzenie,Sprawca,Cel,Obiekt,Miejsce
0.95,Zdarzenie,Sprawca,Obiekt,Narzędzie,Miejsce
0.95,Zdarzenie,Cel,Obiekt,Narzędzie,Miejsce
0.95,Sprawca,Cel,Obiekt,Narzędzie,Miejsce
0.9,Zdarzenie,Sprawca,Cel,Narzędzie
0.9,Zdarzenie,Sprawca,Obiekt,Narzędzie
0.9,Zdarzenie,Cel,Obiekt,Narzędzie
0.9,Sprawca,Cel,Obiekt,Narzędzie
0.8,Zdarzenie,Sprawca,Cel,Obiekt
0.8,Zdarzenie,Sprawca,Cel,Miejsce
0.8,Zdarzenie,Sprawca,Obiekt,Miejsce
0.8,Zdarzenie,Cel,Narzędzie,Miejsce
0.75,Zdarzenie,Cel,Obiekt,Miejsce
0.75,Miejsce,Sprawca,Cel,Obiekt
0.7,Zdarzenie,Sprawca,Narzędzie
0.7,Zdarzenie,Cel,Narzędzie
0.7,Sprawca,Cel,Narzędzie
0.7,Obiekt,Narzędzie,Miejsce
0.6,Cel,Obiekt,Narzędzie
0.65,Zdarzenie,Cel,Miejsce
0.65,Sprawca,Cel,Miejsce
0.65,Zdarzenie,Sprawca,Cel
0.65,Zdarzenie,Sprawca,Obiekt
0.65,Sprawca,Obiekt,Narzędzie
0.6,Zdarzenie,Cel,Obiekt
0.6,Sprawca,Cel,Obiekt
0.6,Zdarzenie,Sprawca,Miejsce
0.6,Zdarzenie,Narzędzie,Miejsce
0.4,Zdarzenie,Narzędzie
0.4,Sprawca,Narzędzie
0.4,Zdarzenie,Sprawca
0.4,Cel,Narzędzie
0.4,Sprawca,Cel
0.4,Sprawca,Obiekt
0.4,Obiekt,Narzędzie
0.4,Sprawca,Miejsce
0.3,Zdarzenie,Cel
0.3,Zdarzenie,Obiekt
0.3,Zdarzenie,Miejsce
0.3,Cel,Miejsce
0.3,Cel,Obiekt
0.3,Obiekt,Miejsce
0.2,Narzędzie
0.2,Sprawca
0.1,Cel
0.1,Zdarzenie
0.1,Miejsce
0.1,Obiekt